1,5
2,2
3,2
4,1
5,1
6,2
7,8
8,1
9,1
10,20
11,78
12,27
13,1
14,1
15,24
16,3
17,11
18,4
19,12
20,1
21,1
22,2
23,28
24,1
25,1
26,1
27,4
28,450
29,3
30,1
31,2
32,3
33,1
34,1
35,2
36,1
37,NA
38,1
39,848
40,2
41,1
42,19
43,2
44,3
45,183
46,1
47,26
48,1
49,1
50,3
51,2
52,15
53,1
54,3
55,2
56,1
57,11
58,5
59,32
60,1
61,15
62,3
63,4
64,1483
65,NA
66,1
67,2
68,1
69,3
70,1
71,10
72,2
73,105
74,33
75,4
76,1
77,11
78,6
79,4
80,1
81,1
82,4
83,234
84,59
85,1
86,1
87,6
88,5
89,1
90,1
91,66
92,2
93,NA
94,1
95,2
96,1
97,851
98,1
99,12
100,1
101,1
102,2
103,68
104,1
105,1
106,13
107,30
108,1
109,1
110,7
111,2
112,2
113,1
114,7
115,6
116,1
117,3
118,1
119,36
120,1
121,57
122,16
123,6
124,3
125,1
126,1
127,4
128,36
129,NA
130,2
131,6
132,2
133,13
134,16
135,2
136,2
137,3
138,1
139,NA
140,1
141,1
142,8
143,10
144,5
145,1
146,2
147,2
148,1
149,11
150,4
151,46
152,22
153,101
154,9
155,116
156,1
157,151
158,2
159,16
160,1
161,3
162,2
163,2
164,1
165,1
166,1
167,4
168,56
169,1
170,1
171,6
172,87
173,1
174,7
175,2
176,1
177,NA
178,1
179,32
180,3
181,1
182,11
183,904
184,7
185,1
186,1
187,2
188,2
189,1
190,1
191,2
192,3
193,1
194,17
195,2
196,1
197,3
198,1
199,588
200,5
201,5
202,3
203,430
204,3
205,9
206,6
207,24
208,1
209,3
210,1
211,NA
212,2
213,1
214,23
215,4
216,5
217,11
218,1
219,4
220,1
221,1
222,6
223,62
224,3
225,5
226,3
227,2
228,2
229,1
230,1
231,NA
232,2
233,5
234,1
235,2
236,1
237,NA
238,2
239,104
240,2
241,1
242,2
243,2
244,9
245,1
246,1
247,20
248,4
249,3
250,1
251,NA
252,2
253,5
254,1
255,2
256,1
257,195
258,1
259,56
260,5
261,1
262,4
263,2
264,1
265,67
266,5
267,128
268,1
269,5
270,112
271,NA
272,3
273,1
274,7
275,174
276,1
277,835
278,8
279,44
280,1
281,NA
282,14
283,8
284,1
285,3
286,2
287,6
288,1
289,1
290,1
291,NA
292,3
293,5
294,1
295,10
296,22
297,79
298,1
299,48
300,1
301,3
302,6
303,26
304,13
305,3
306,9
307,2
308,1
309,1
310,9
311,22
312,2
313,1
314,4
315,72
316,2
317,3
318,30
319,100
320,2
321,1
322,3
323,2
324,1
325,5
326,3
327,2
328,1
329,7
330,1
331,458
332,4
333,NA
334,8
335,8
336,2
337,559
338,5
339,76
340,1
341,5
342,2
343,8
344,7
345,1
346,9
347,2
348,9
349,1
350,2
351,6
352,2
353,1
354,4
355,26
356,13
357,3
358,2
359,184
360,1
361,27
362,44
363,2
364,3
365,1
366,1
367,22
368,40
369,375
370,3
371,2
372,1320
373,1
374,1
375,2
376,1
377,3
378,1
379,4
380,2
381,7
382,2
383,2
384,3
385,7
386,1
387,4
388,1
389,1
390,4
391,2
392,2
393,1
394,1
395,2
396,51
397,287
398,1
399,8
400,3
401,3
402,4
403,2
404,1
405,1
406,1
407,114
408,1
409,27
410,8
411,678
412,3
413,1
414,8
415,16
416,21
417,NA
418,2
419,112
420,1
421,5
422,2
423,6
